epoch,train_loss,val_loss
1,7126576213291.376,103.68818222446684
2,49.99751451689728,36.65656910240462
3,34.96927754886583,33.16192101042068
4,32.53274566307286,31.447595821153023
5,30.939042944290215,30.149605997655247
6,29.591092257711985,29.000073050127014
7,28.314386921018045,27.522822738242542
8,26.65558815432829,25.90855772915553
9,25.015516497785036,24.436824854019154
10,23.464464322978962,22.998133485740524
11,22.187831812769772,21.802050647413658
12,20.823380319446553,20.496310181475277
13,19.312173063994923,18.829540805315666
14,18.258069458944338,17.86777862433826
15,17.293041220920045,16.843225115870663
16,15.973623320538664,15.605218485251953
17,15.059041297884708,14.724215803104183
18,14.329980092629992,14.082953501698858
19,13.728087464311125,13.567989938406967
20,13.143476152289852,13.02646778761582
21,12.495507531108297,12.456641612796213
22,11.990230385565377,12.051934658873112
23,11.70230474553174,11.36776396070257
24,11.240179844678577,10.954616124927593
25,10.774738044927279,10.335801198773247
26,9.896567458653678,9.736791378217157
27,9.255602318400722,9.417022716784931
28,12.831622528734492,13.3776715395091
29,12.945765949036398,11.499142270191921
30,10.082413777231883,9.520410406534632
