epoch,train_loss,val_loss
1,1.3863001308567557,1.3635561249102217
2,1.3619567437169897,1.3502890532115628
3,1.353045894529841,1.3486266990867932
4,1.348235956569572,1.3497086773575142
5,1.3458280534303917,1.3426448616934619
6,1.3434679813495096,1.3441530266802961
7,1.3424305826642158,1.338389045410352
8,1.3412156031140918,1.337909781866575
9,1.3397933699830875,1.337912456252321
10,1.3389462073576048,1.3382614619612643
11,1.3384452189783502,1.3376997624670863
12,1.3379521172186308,1.3368235417745622
13,1.337208837461859,1.3361356003053069
14,1.3369003968037005,1.3363879897646438
15,1.336816002131018,1.3352480152316866
16,1.3368781309140039,1.3363130663439167
17,1.3367275489910693,1.3365698067129754
18,1.336332752440617,1.3361637795669699
19,1.3359716939029147,1.3361385610685639
20,1.3359234813646967,1.3347192957850795
1,1.3982482454484606,1.3857468379976832
2,1.378883493495824,1.372109415047336
3,1.372648003516121,1.366580499856958
4,1.3712775016203973,1.3688513487898446
5,1.366684277597731,1.361386086446671
6,1.3663275171235894,1.3632060573410238
7,1.3642727841166156,1.3591833206560529
8,1.363045968086642,1.357885995182381
9,1.3612736228909335,1.3586612195097543
10,1.3604404267774568,1.3594723159205755
11,1.3598251583316914,1.3587742748059162
12,1.358935161179232,1.3552964133776657
13,1.35810621944016,1.3567169339735925
14,1.357855317829441,1.3557134805594677
15,1.357275214307338,1.3556007281401607
16,1.3567871337285022,1.355651210937352
17,1.3567171739823836,1.355733006332312
18,1.3555021559775795,1.3548925471480475
19,1.3552566291365409,1.3558049360671367
20,1.3550210639795486,1.354999885328984
