epoch,train_loss,val_loss
1,3.924875221888496,3.83746882216856
2,3.8400545205862007,3.8343361681880683
3,3.8392312455350592,3.833870855953613
4,3.838145309250902,3.8321378922146474
5,3.8367742413687576,3.8297541681748775
6,3.8375347855255204,3.8322781363630356
7,3.8362422950658193,3.831451512952807
8,3.837332681082619,3.828956465274669
9,3.836206948874393,3.8303246344190827
10,3.835765977454216,3.8355777916005147
1,3.924875221888496,3.83746882216856
2,3.8400545205862007,3.8343361681880683
3,3.8392312455350592,3.833870855953613
4,3.838145309250902,3.8321378922146474
5,3.8367742413687576,3.8297541681748775
6,3.8375347855255204,3.8322781363630356
7,3.8362422950658193,3.831451512952807
8,3.837332681082619,3.828956465274669
9,3.836206948874393,3.8303246344190827
10,3.835765977454216,3.8355777916005147
1,3.420572950033755,3.125971745438023
2,3.126588884785704,3.10290394051226
3,3.1072126088457854,3.0923710533998383
4,3.1042451852678647,3.0943504407045297
5,3.1048494671230706,3.0895036716288606
6,3.103463056312887,3.0905855156028648
7,3.1007206290715565,3.0875971595668834
8,3.1001767053393303,3.0875549078090394
9,3.098167449278446,3.0859492074719075
10,3.0962852201765054,3.0864488623461708
