epoch,train_loss,val_loss
1,1.4134896522602527,1.3698890298007211
2,1.358553707642306,1.3586259684111806
3,1.3437573384965584,1.3497081059097902
4,1.340118751409827,1.3553714659972314
5,1.338210012371743,1.3571278000287819
6,1.3367063754272188,1.3498501565873111
7,1.3308295117332496,1.3424923986965058
8,1.328994480046359,1.3466677419777244
9,1.3282539747234063,1.3517139586473264
10,1.3278464336606888,1.3422520225574088
11,1.3248813820465515,1.33541812288727
12,1.3193489388218076,1.3397728331109515
13,1.3202747809690667,1.3411395703482423
14,1.3174040863662424,1.341349547435356
15,1.319923526488122,1.341373935811499
16,1.315347214810065,1.3339049221793013
17,1.308380968586069,1.3375271797863324
18,1.3058434541343191,1.334920222574797
19,1.308160788089613,1.3283678655296478
20,1.3060317047169658,1.3268631461015061
21,1.3015239127806961,1.3241355842710567
22,1.3001919564982354,1.3244459905733694
23,1.3003890262643354,1.322540456722664
24,1.2989377397763875,1.3238816005111083
25,1.2986424814059039,1.322100700484989
26,1.2963676101067447,1.3166747325470933
27,1.2940691622479439,1.3188646707288856
28,1.2905678769564235,1.313360146943341
29,1.2856805863001557,1.3171244883605606
30,1.288216697973444,1.3134764876953169
