epoch,train_loss,val_loss
1,0.8608560288635932,0.8438106284308104
2,0.6088509826021085,0.3475498182887215
3,0.34374902749757197,0.34088568852496326
4,0.33919543866864593,0.3404094552545085
5,0.3365027906897804,0.3370499136065068
6,0.33534638258482136,0.33577993185589683
7,0.3337882595414958,0.33517846794633704
8,0.33309473581073284,0.33569931425776267
9,0.33258557291464175,0.33389803589396405
10,0.33195789538127685,0.33365211996084
11,0.33178935925094977,0.3339742729757245
12,0.33167033744091823,0.33377926019740367
13,0.33144992485581576,0.33381523533422214
14,0.33133375423639466,0.33407336797338927
15,0.33125690829278565,0.33375154141484964
16,0.3309701085796742,0.33364644937969756
17,0.331016675427623,0.3329840966677965
18,0.3308514731581612,0.33407087548081005
19,0.33088237380947555,0.3331545510870077
20,0.3306942217060893,0.33299814989521825
21,0.33065076985616243,0.33287998162104404
22,0.33044070786503077,0.33292001212522304
23,0.3303141626044054,0.33308003290442634
24,0.3303019279773763,0.3332245640456004
25,0.3300596604515726,0.33303346266136646
26,0.33016597067838777,0.3326924324320783
27,0.3299088005549717,0.33284763820346314
28,0.32993191585947057,0.33292434030528617
29,0.32976661134000734,0.33380569774371344
30,0.3296603896896458,0.33259132332573277
