epoch,train_loss,val_loss
1,0.8626795916115949,0.84963124396515
2,0.5562052087082067,0.3576041476795826
3,0.3430135850112361,0.3443151118576941
4,0.33958198319198685,0.3382255317114871
5,0.3367089457226716,0.3372734852975129
6,0.33512975646624926,0.3366781616885585
7,0.3339173641583467,0.3349491018408181
8,0.33296028490122154,0.335253342971312
9,0.3324041775250329,0.3341642816619372
10,0.3320166637399479,0.3341081644053579
11,0.3318683199536906,0.33341335133424205
12,0.33146980958507094,0.334078481572018
13,0.3315411930905516,0.3334836463913589
14,0.3314528150765273,0.33330349047021085
15,0.33137771085832357,0.3340102505711875
16,0.3314118849171879,0.33418841637561375
17,0.331172951790234,0.33518166768388397
18,0.3311491210114416,0.333511476046945
19,0.33109395515282025,0.33358586837328863
20,0.33093607466374775,0.3344491995626951
21,0.33085357574203195,0.3330436842042796
22,0.3306896387905324,0.333340937084256
23,0.33057978680816685,0.3329675153189698
24,0.33038799938431557,0.33311824456579536
25,0.33038501556506533,0.3335565993669436
26,0.3301955812294851,0.33325367445592385
27,0.330123483114521,0.33272785843575364
28,0.3299484913050086,0.3327632600681824
29,0.33003415649197665,0.3334842514815297
30,0.32983829701388223,0.3328894193862812
